wife_age,wife_edu,husband_edu,num_children,wife_religion,wife_working,husband_occupation,standard_of_living_index,media_exposure,target
21.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,,3
27.0,3.0,4.0,4.0,1.0,1.0,3.0,,,3
,3.0,4.0,3.0,1.0,1.0,3.0,,,3
25.0,3.0,4.0,2.0,1.0,1.0,3.0,,,3
26.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,,3
,2.0,4.0,5.0,1.0,1.0,1.0,,,3
,1.0,3.0,9.0,1.0,0.0,3.0,,,3
,1.0,1.0,5.0,1.0,1.0,3.0,,,3
,2.0,3.0,6.0,1.0,1.0,2.0,,,3
,4.0,4.0,3.0,1.0,1.0,2.0,,,3
,4.0,4.0,4.0,1.0,1.0,3.0,,,3
21.0,4.0,4.0,2.0,1.0,1.0,3.0,,,3
25.0,4.0,4.0,2.0,1.0,1.0,2.0,,,3
,3.0,4.0,3.0,1.0,1.0,3.0,,,3
22.0,3.0,3.0,3.0,1.0,1.0,3.0,,,3
23.0,4.0,3.0,2.0,1.0,0.0,2.0,,,3
,3.0,4.0,9.0,1.0,1.0,3.0,,,3
,4.0,3.0,2.0,1.0,1.0,3.0,2.0,,3
,2.0,2.0,5.0,1.0,1.0,2.0,,,3
,4.0,4.0,5.0,1.0,1.0,3.0,2.0,,3
,1.0,4.0,5.0,1.0,0.0,2.0,,,3
,4.0,4.0,5.0,1.0,1.0,3.0,,,3
,2.0,3.0,3.0,0.0,1.0,3.0,2.0,,3
,2.0,3.0,6.0,1.0,1.0,3.0,,,3
,4.0,4.0,2.0,0.0,1.0,1.0,,,3
22.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,,3
,2.0,3.0,4.0,1.0,1.0,2.0,,,3
21.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,,3
,4.0,4.0,4.0,1.0,0.0,3.0,,,3
,4.0,3.0,5.0,1.0,0.0,3.0,,0.0,3
,4.0,3.0,4.0,1.0,1.0,3.0,,0.0,3
,2.0,4.0,5.0,1.0,1.0,3.0,,0.0,3
27.0,4.0,4.0,2.0,0.0,0.0,2.0,,0.0,3
26.0,4.0,4.0,1.0,0.0,0.0,2.0,,0.0,3
,4.0,4.0,5.0,0.0,,2.0,,0.0,3
24.0,4.0,4.0,1.0,1.0,,1.0,,0.0,3
,4.0,4.0,6.0,1.0,,1.0,,0.0,3
,2.0,3.0,5.0,1.0,0.0,3.0,,0.0,3
27.0,4.0,4.0,1.0,1.0,,1.0,,0.0,3
,2.0,4.0,6.0,1.0,,3.0,,0.0,3
,3.0,4.0,5.0,0.0,,1.0,,0.0,3
,4.0,4.0,1.0,0.0,0.0,2.0,,0.0,3
,3.0,3.0,1.0,0.0,0.0,2.0,,0.0,3
,4.0,4.0,3.0,0.0,,2.0,,0.0,3
21.0,2.0,2.0,0.0,0.0,,4.0,,0.0,3
22.0,4.0,4.0,2.0,1.0,,3.0,,0.0,3
,4.0,4.0,3.0,0.0,,3.0,,0.0,3
,2.0,3.0,3.0,0.0,0.0,2.0,,0.0,3
,4.0,4.0,2.0,0.0,0.0,2.0,,0.0,3
,2.0,3.0,5.0,1.0,,3.0,,0.0,3
19.0,4.0,4.0,1.0,1.0,,2.0,,0.0,3
27.0,4.0,4.0,4.0,1.0,,3.0,,0.0,3
,2.0,4.0,4.0,1.0,0.0,2.0,,,3
26.0,3.0,2.0,4.0,1.0,,3.0,,,3
,1.0,3.0,5.0,1.0,1.0,3.0,,,3
,3.0,4.0,5.0,1.0,1.0,1.0,,,3
,2.0,2.0,6.0,1.0,1.0,2.0,,,3
,2.0,2.0,4.0,0.0,0.0,2.0,,0.0,3
27.0,3.0,3.0,5.0,1.0,1.0,2.0,,0.0,3
,2.0,2.0,3.0,1.0,1.0,2.0,2.0,,3
,4.0,4.0,5.0,0.0,0.0,2.0,,0.0,3
22.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,,3
27.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,,3
21.0,4.0,4.0,1.0,0.0,1.0,2.0,,0.0,3
,1.0,3.0,2.0,1.0,1.0,3.0,,0.0,3
23.0,2.0,2.0,1.0,1.0,,2.0,,0.0,3
25.0,2.0,4.0,3.0,1.0,,1.0,,0.0,3
,2.0,4.0,6.0,1.0,,2.0,,0.0,3
,4.0,4.0,3.0,1.0,,1.0,,0.0,3
,4.0,4.0,2.0,1.0,0.0,2.0,,0.0,3
,4.0,4.0,3.0,1.0,,1.0,,0.0,3
,3.0,3.0,8.0,1.0,0.0,1.0,,0.0,3
,3.0,3.0,4.0,1.0,0.0,2.0,2.0,0.0,3
17.0,3.0,3.0,1.0,1.0,,2.0,,,3
